
neutro;;por etanol, senador dos eua ameaça adiar aprovação de embaixador no brasil: shannon, indicado por obama, defende fim da tarifa ao álcool do brasil. grassley, senador republicano, é ferrenho defensor da cobrança.
medo;;vulcão intensifica erupção no alasca e põe região em alerta vermelho. vulcão soprou nuvem de fumaça e cinzas de mais de 7 mil metros. alerta vermelho foi o primeiro desde 2009.
medo;;professora diz ter medo de dar aula após ameaça de aluna em ribeirão. docente alega que adolescente quer agredi-la dentro de escola estadual.
alegria;;mercado no kuwait vende melancias no formato de coração por r$ 790. fruta curiosa é importada do japão. melancia é vendida em supermercado da capital.
surpresa;;britânica de 66 anos dá à luz um menino, diz jornal: criança nasceu com aproximadamente 2,5 quilos. ela se tornou a britânica mais velha a se tornar mãe.
neutro;;sete cidades escolhem novo prefeito em eleição fora de época no domingo: cinco cidades de mg, uma do rs e outra do rn terão eleição. nesses locais, justiça anulou resultado do pleito de outubro passado.
tristeza;;piloto morre em queda de ultraleve em brasília. acidente aconteceu perto da br-251, em são sebastião. segundo os bombeiros, apenas a vítima estava na aeronave.
desgosto;;comissão da oab pede liberação de presos por superlotação em delegacia: mais de 40 detentos estão em 3 celas de delegacia em mossoró (rn). para secretário de justiça, demora para julgamentos acarreta problema.
alegria;;conhecido por agredir cadeirante, delegado damasio marino é preso. o delegado damasio marino, conhecido por ter agredido em 2011 um cadeirante em são josé dos campos, no interior de são paulo, foi preso no começo da noite da última sexta-feira.
neutro;;escritor mario vargas llosa é retido em aeroporto na venezuela: peruano está no país para fórum sobre liberdade e propriedade privada. segundo o fórum, ele será escoltado pela polícia até seu hotel.
desgosto;;polícia ainda não identificou suspeito de matar irmão de ex-senador em ro. a vítima foi alvejada com pelo menos dois tiros em ariquemes. equipe de policiais de porto velho deve auxiliar nas investigações.
alegria;;zoológico alemão apresenta tigresas quadrigêmeas ao público: mãe deu à luz bebês sem ajuda de veterinários, afirma parque. felinas já têm pouco mais de um mês de vida.
desgosto;;prejuízo com as cheias em rondônia deve passar de r$ 1 bi. os projetos a serem desenvolvidos no estado dependem de uma engenharia especializada, pois além das estradas e pontes, existe a necessidade de construir protetores das encostas do rio
surpresa;;avatar é o filme mais pirateado de 2010. avatar, o maior sucesso mundial de bilheteria em todos os tempos, foi o filme mais pirateado do ano (foi baixado 16,6 milhões de vezes, segundo dados divulgados por um blog de partilha de arquivos, o torrentfreak.com).
medo;;israel mata um palestino em gaza apesar de cessar-fogo. soldados israelenses mataram um homem palestino a tiros e feriram 19 pessoas ao longo da fronteira da faixa de gaza com israel nesta sexta-feira, segundo uma fonte do setor de saúde de gaza.
medo;;vizinhos da mãe suspeita de matar bebê em natal estão com medo. muitas pessoas têm filhos pequenos, que brincam no pátio. a gente teme que ela volte aqui e seja capaz de fazer mal a qualquer um de nós", desabafou uma moradora que não quis se identificar.
neutro;;tjpe concede registro de dupla maternidade em certidão de gêmeos. nomes das mães e dos avós maternos dos bebês estão no documento. todo processo durou menos de 15 dias, informa advogado.
neutro;;infectologistas desaprovam tabela para diferenciar gripe comum da gripe a: ministério da saúde não endossa orientações que circulam na internet. ‘guias’ de diferenciação sintomática podem causar mais confusão.
medo;;rússia diz que defenderá seus compatriotas na ucrânia. enquanto isso, um navio russo descarregou tropas, caminhões e ao menos um veículo blindado para transporte de pessoal em um baía perto de sebastopol, na crimeia, centro da tensão
neutro;;lucro da lojas renner tem alta de 9,88%, para r$ 47,8 milhões: resultados da empresa no 2º trimestre saíram nesta segunda-feira (27). no acumulado do 1º semestre, receita da rede superou r$ 1 bilhão.
tristeza;;chuvas deixam 10 mortos nas filipinas: ao menos 15 pessoas estão desaparecidas. mau tempo fecha portos e provoca colapso na rede elétrica.
neutro;;mantega admite de novo que brasil entrará em recessão técnica: recessão se caracteriza por dois trimestres seguidos de queda no pib. pib caiu no último trimestre e ministro vê novo recuo 1º trimestre de 2009.
desgosto;;falsa bomba é abandonada no centro de belo horizonte: polícia foi chamada por pessoa que viu artefato em cabine telefônica. interdição de ruas em horário de pico provocou confusão no trânsito.
neutro;;lula nega a jornal ser candidato ao planalto em 2014. o ex-presidente luiz inácio lula da silva disse que "não existe" a possibilidade de ser candidato à presidência da república em 2014, mas não descartou uma volta em 2018, embora ache que "já cumpriu sua missão na presidência".
tristeza;;diabetes mata mais que aids e trânsito no brasil. dados do ministério da saúde divulgados nesta terça-feira (13) indicam que 54 mil brasileiros morreram em 2010 em decorrência do diabetes. isso significa que a doença matou quatro vezes mais do que a aids (12 mil óbitos) e superou o total de vítimas de trânsito (42 mil) no país.
desgosto;;jovem é detido dirigindo moto sem cnh e em alta velocidade em araxá. pm informou que suspeito ignorou ordem de parada no centro da cidade. ele foi preso fazendo manobras perigosas no bairro santo antônio.
neutro;;governo quer estender emissão de extrato do inss a todos os bancos: para que isso ocorra, projeto de lei será enviado ao congresso. pela legislação atual, apenas bb e caixa podem oferecer o serviço.
desgosto;;pedidos de auxílio-desemprego sobem 25 mil nos eua na semana: alta é menor do que a esperada por economistas. total de americanos que recebem benefício tem queda.
tristeza;;casos de dengue ultrapassam 42 mil em mato grosso com 22 vítimas fatais. números são deste ano e foram divulgados pela secretaria de saúde. casos de notificações aumentaram quase 500% em relação a 2011.
tristeza;;delegado suspeita de latrocínio ou execução em caso de pm morto. soldado foi morto a tiros na tarde desta terça-feira, em campo grande. polícia busca suspeitos de cometer crime.
raiva;;vândalos destroem posto de saúde e deixam moradores sem atendimento. caso aconteceu no bairro jardim sabiá, em ponta grossa, nesta quinta. além de quebrar porta de vidro, vândalos furtaram computador.
desgosto;;ateus declaram "guerra ao natal" nos eua. grupos de ateus estão se mobilizando para impedir decoração natalina em locais públicos nos estados unidos, em um movimento batizado por jornais americanos de "guerra ao natal".
alegria;;universidade de ro abre concurso para professores do magistério. são 34 vagas para o corpo docente em todo o estado via concurso. inscrições devem ser feitas pelo site da unir a partir do dia 25 de março.
desgosto;;câmera flagra assalto a radialista e vigilante de prédio em salvador. homem de 63 anos havia sacado dinheiro em banco e pagou funcionário.
tristeza;;perito é morto por policiais militares na bahia: polícia militar informou que policiais foram recebidos a tiros. uma testemunha teria informado que o perito não atirou.
desgosto;;mulher sai de casa por medo de ser morta pelo marido. após 19 anos sendo vítima de violência doméstica, a auxiliar de serviços gerais selma santos brito reis, 36, prestou queixa no complexo policial investigador bandeira, no município de feira de santana (distanet a 108 km de salvador), no final de semana, e resolveu sair de casa com medo de ser morta pelo marido, identificado como hailton de jesus reis.
surpresa;;americano liga para a polícia após esposa jogar cerveja fora e vai preso. carlos bueno estava bêbado e reclamou que bebida tinha sido descartada. homem acabou preso na flórida após repetir ligação pelo mesmo motivo.
neutro;;kassab fala em criatividade para gerar empregos durante crise: prefeito de sp esteve na festa do dia do trabalho da cut. evento acontece na cidade dutra, na zona sul de são paulo.
neutro;;em 12 anos, união banca subsídio de r$ 184 bilhões na dívida de estados: valor supera os orçamentos anuais somados de sp e rj. com queda na taxa selic, estados pressionam por mais concessões.
desgosto;;uruguai estuda isentar maconha de impostos para minar narcotráfico. decreto define preço da maconha comparável ao do mercado negro. uruguaios poderão comprar até 10 gramas por semana em farmácias.
surpresa;;china proíbe jogos de internet que simulem operações da máfia: webgames reúnem jogadores em carreira mafiosa. produções prejudicam moralidade e cultura chinesa, diz governo.
surpresa;;congressista é flagrado comendo cera de ouvido na câmara dos eua. cena aconteceu durante sessão do comitê judiciário da câmara. representante cutucou orelha durante transmissão ao vivo.
surpresa;;marinha francesa captura 11 piratas na costa da somália: eles estavam em duas lanchas, armados com fuzis e um lança-foguetes. piratas confundiram a fragata francesa com um navio mercante.
tristeza;;atirador mata duas pessoas e fere 10 em festa de carnaval no rio. ensaio de um bloco terminou em tragédia na noite de domingo.
tristeza;;pai é suspeito de abusar sexualmente da filha no interior do piauí. menina de 16 anos disse que sofria abusos há oito anos dentro de casa. caso está sendo investigado pela polícia do município de josé de freitas.
neutro;;tse cassa mandato de deputado estadual que trocou de partido no pr. decisão contra alceu maron filho (psdb) foi tomada na noite de quinta (13). o suplente felipe lucas (pps) deve ser o substituto de maron na alep.
surpresa;;filhote de jacaré é capturado por moradores de jaboatão, pe. um exemplar adulto também apareceu no local, mas conseguiu fugir. 
neutro;;câmara aprova texto base do projeto com mudanças na lei eleitoral: propaganda na internet foi regulamentada com restrições. deputados votam agora destaques que podem mudar o texto já aprovado.
medo;;cientistas temem que máquinas superem humanos em inteligência: um dos receios é a exploração criminosa da inteligência artificial. grupo debate imposição de limites às pesquisas.
neutro;;bid dará empréstimo de us$ 3 bilhões ao méxico por gripe e crise: os empréstimos para 2009 são quase triplo do valor oferecido em 2008. objetivo é amenizar os impactos da gripe e da crise econômica.
tristeza;;vinte crianças morrem após comer merenda escolar na índia. uma investigação preliminar indica que a comida poderia estar contaminada com fósforo, utilizado para preservar arroz e trigo
neutro;;segredo de justiça ‘praticamente não existe no brasil’, diz tarso: ele falava sobre divulgação de gravações de conversas da família sarney. ministro critica stf por permitir a advogados acesso a todos os inquéritos.
desgosto;;falta de médicos especialistas faz pacientes procurarem justiça em ms. principais reclamações são na ortopedia, neurocirurgia e oftalmologia. saúde explica o que está sendo feito para atrair mais profissionais.
neutro;;onu reitera que síria se desfaça de suas últimas armas químicas. 7,2% do arsenal de armas químicas da síria ainda estão no país. por acordo, síria deve destruir seu arsenal até 30 de junho.
neutro;;figuras orientais são tendência em convenção de tatuadores no recife: dragões e símbolos da escrita japonesa são os preferidos dos tatuados. tatuador diz que mulheres estão dominando os estúdios de tatuagem.
tristeza;;policiais protestam contra morte de perito em salvador: vítima teria sido baleada por policiais militares. pms negam crime e dizem que foram recebidos a tiros.
raiva;;estupradores de estudante indiana tentaram atropelar a vítima. os estupradores da jovem indiana agredida por vários homens em um ônibus em nova délhi e que morreu no sábado passado tentaram atropelar a vítima depois do ataque, informa a imprensa do país.
desgosto;;movimento é intenso nas agências dos correios do recife após greve. cargas se acumulam nos centros de distribuição. nas agências, clientes tentam resgatar encomendas.
surpresa;;dono pede a usuários que fumem maconha no seu bar em washington. frank schnarr diz que não gosta da erva, mas quer faturar com nova lei. autoridades e advogados não sabem ao certo se procedimento é legal.
alegria;;peixes oleosos podem evitar doença degenerativa nos olhos, diz estudo: consumo de ômega-3 pode frear degeneração macular nos primeiros estágios ou em estágios avançados.
medo;;ladrões fazem arrastões em restaurante e em igreja evangélica. bandidos fizeram arrastão em um restaurante e em uma igreja evangélica neste domingo, em são paulo.
neutro;;a 8 dias da copa, rotatória perto da arena pantanal ainda está em obras. ampliação na frente do círculo militar começou a ser feita no mês passado. primeiro jogo do mundial em cuiabá será no dia 13, entre chile e austrália.
neutro;;oms diz que pode faltar verba contra febre amarela: programa internacional contra a doença pode acabar. governo brasileiro diz que compra estoques e não há risco de falta.
desgosto;;jovens são presos e menor apreendido com drogas em uberaba. polícia encontrou 45 buchas e um tablete de maconha em uma residência. aparelhos celulares, r$ 6.016 em dinheiro e uma moto foram apreendidas.
neutro;;força realiza congresso nacional e elege nova direção: evento, que começa nesta quarta, pretende reunir 4 mil dirigentes sindicais. três ministros devem participar; presença de lula não está confirmada.
neutro;;obras de requalificação mudam trânsito na barra a partir de 2ª feira. passagem ficará interditada na rua marques de leão, informa prefeitura. também será proibido estacionar em algumas regiões do bairro; confira.
desgosto;;professor uruguaio humilha alunos em excursão. através de mensagens de texto, fotografias e encontros, ele dava ordens para que alunos cumprissem seus desejos com pena de expulsão
medo;;casos notificados de dengue aumentam 550% em 2013 no rs. até o dia 16 de fevereiro, foram notificados 208 casos no estado. porto alegre é a cidade com o maior número de casos confirmados.
tristeza;;delegado afirma que morto era inocente: no lugar errado, hora errada. vinícius paiva era estudante e foi baleado em uma ação criminosa. tentativa de assalto ocorreu nesta segunda-feira (19), em praia grande.
surpresa;;satélite da nasa flagra erupção vulcânica em papua-nova guiné: earth observing-1 fez imagem em 28 de junho. vulcão manam é um dos mais ativos da região.
neutro;;juíza manda soltar mulher de boxeador achado morto em pernambuco: segundo tj, delegado considera que suspeita não teve ligação com morte. ela deve deixar prisão na tarde desta quinta-feira.
neutro;;empresas de coleta seletiva não vão receber por lixo misturado, diz gdf. cooperativas reclamam que 80% do lixo coletado têm resíduos orgânicos. slu disse que vai confrontar relatório das cooperativas com o de empresas.
neutro;;líder do psdb analisa denúncia contra o presidente do conselho de ética: paulo duque teria empregado um assessor no colegiado, diz jornal. ele é o mesmo que afirmou que a opinião pública era ‘volúvel’.
desgosto;;chuva faz teresina suspender aulas na rede pública: governador orienta outros prefeitos a adotarem medida. defesa civil do estado diz que 21 cidades decretaram emergência.
surpresa;;transporte de polvo gigante atrai curiosos e gera confusão em londres. caminhão que levava réplica quebrou em cruzamento movimentado. ingleses chegarm até a tirar selfie com estátua curiosa.
neutro;;anp condena discurso de netanyahu e rejeita novas imposições: para autoridade nacional palestina, refugiados não foram considerados. movimento islâmico hamas também condenou o discurso deste domingo.
surpresa;;cachorro vira cãopiloto de bicicleta ao dar passeio com o dono no méxico. animal ficou no posto de copiloto enquanto dono pedalava. cena foi registrada na cidade do méxico pelo fotógrafo ivan pierre aguirre.
surpresa;;pernilongo gordo do rio pinheiros demonstra evolução em tempo real: inseto maior não representa mais perigo à população, diz biólogo. resultado demonstra que larvas ajudam a indicar nível de poluição.
tristeza;;incêndio em fábrica em bangladesh deixa 120 mortos. pelo menos 120 pessoas morreram no sábado à noite após um incêndio que tomou conta de uma fabrica de roupas de oito andares em dhaka, capital de bangladesh, segundo informações do corpo de bombeiros.
raiva;;homens ateiam fogo em usuário de drogas. segundo a polícia, crime aconteceu durante a noite de domingo em ms. suspeitos fugiram e estão sendo procurados.
tristeza;;homem é assassinado no bairro são jorge em uberlândia. crime aconteceu na madrugada desta terça-feira (20). segundo a pm, dois suspeitos efetuaram os disparos e fugiram.
surpresa;;alemães fazem passeio no interior de intestino tamanho família: modelo do órgão humano em dresden é considerado o maior da europa. objetivo da mostra é ensinar a prevenir doenças intestinais, como câncer.
medo;;ministério da saúde registra mais quatro casos da nova gripe no país: um paciente foi diagnosticado no df e outros três em são paulo. com anúncio, número de infectados no brasil sobe para 58.
neutro;;general brasileiro diz que congo mudou completamente com tropas da onu. carlos alberto dos santos cruz relata o retorno de refugiados para suas casas no leste do país.
neutro;;réplica do túmulo de tutankamon será aberta à visitação em 2013. o governo do egito anunciou que no próximo ano uma réplica exata do túmulo de tutankamon será aberta à visita do público, no vale dos reis, onde está enterrada a maioria dos faraós egípcios.
desgosto;;dois suspeitos são presos com guias de transporte de madeira falsas no pa: madeireiros alegam ter transportado cargas de madeira em motos. documentos fraudados servem para esquentar madeira.
desgosto;;gorbatchev se recusa a defender reunificação entre crimeia e rússia. ex-presidente pediu fim da escalada que levará a nova guerra fria. ele pediu que seja encontrada solução que satisfaça os dois países.
neutro;;gerência de meteorologia registra chuvas em todas as regiões do rn. maior precipitação aconteceu em são josé de mipibu, com 140 milímetros. emparn prevê mais chuvas para este fim de semana em todas as regiões.
neutro;;time warner anuncia que vai separar atividades da america online: aguardada cisão deve ser realizada ainda neste ano. com isso, aol voltará a ser independente e terá ações na bolsa.
raiva;;com ajuda de padrasto, mãe mata a filha de seis anos em cascavel. crime foi confessado pelo casal. corpo da menina foi encontrado na tarde desta quinta (10), em cascavel.
neutro;;rússia descarta linguagem de sanções e pede paciência com a coreia do norte: chancelaria defendeu solução político-diplomática na crise nuclear. norte-coreanos fizeram teste nuclear na última segunda-feira (25).
tristeza;;enchente nos balcãs deixa 37 mortos e ameaça usinas de energia na sérvia. é a pior chuva na região dos balcãs em mais de um século. número provavelmente irá subir à medida que as águas baixarem.
tristeza;;carro-bomba mata cinco em mesquita de damasco. pelo menos cinco pessoas morreram e dezenas ficaram feridas na sexta-feira após a explosão de um carro-bomba em frente a uma mesquita de damasco, na síria.
tristeza;;capotamento deixa duas pessoas feridas em pituaçu. um capotamento provocado por uma colisão entre dois carros no bairro de pituaçu deixou duas pessoas feridas na manhã desta sexta-feira, 14.
desgosto;;pf prende 31 em operação contra tráfico de drogas no piauí: segundo o delegado, quadrilha agia em outros estados do nordeste. policiais apreenderam drogas, armas, veículos e computadores.
neutro;;tensão deve baixar com reforma ministerial, diz carvalho. alvo do chamado "blocão" instalado na câmara dos deputados, carvalho foi convocado para prestar esclarecimentos sobre convênios de ongs e a explicar o patrocínio do governo a um evento do mst
alegria;;suécia celebra primeiros casamentos entre homossexuais: parlamento aprovou a união no último 1 de abril. permissão passou a valer a partir dessa sexta-feira (1).
neutro;;base aliada deve ficar com cargos-chave da cpi da petrobras, diz jucá: líder do governo no senado prevê instalação na próxima semana. oposição quer presidência da cpi e vai obstruir votações.
tristeza;;acidente com ônibus e trem mata 47 crianças no sul do egito. outras 13 crianças ficaram gravemente feridas. também morreram o motorista do veículo e duas pessoas responsáveis pelos alunos.
tristeza;;reino unido registra primeira morte pela gripe h1n1: paciente que tinha a doença morreu na escócia. organização mundial de saúde entende que já há pandemia.
neutro;;rússia realiza exercício militar perto da ucrânia. cerca de 8,5 mil militares russos participaram de exercício. ministério informou início de operação, mas não falou sobre duração.
surpresa;;sapo é flagrado pegando carona em caracol. imagem foi feita pelo fotógrafo nordin seruyan.
raiva;;recém-nascido morre após ser encaminhado vivo para necrotério no paraná. o pai da criança afirmou que o médico responsável pelo parto disse que o filho havia nascido morto e apenas horas depois foi percebido o equívoco.
tristeza;;crianças ficam feridas após homem atacar escola com faca na china. oito alunos de escola primária ficaram feridas, segundo a imprensa estatal. suspeito de 35 anos foi detido; motivo não foi informado.
neutro;;governo se mantém otimista com meta de crescimento de 1% em 2009: em reunião, lula pediu esforços para aumentar as exportações. segundo ministro, previsão de crescimento no 4º trimestre é de até 4%.
tristeza;;israel mata um palestino em gaza, primeiro desafio para a trégua. testemunhas afirmam que o exército israelense disparou contra agricultores que tentavam retornar as suas terras situadas próximo a fronteira
neutro;;com reforma, hemosul vai transferir recebimento de doações em ms. coleta de sangue, medula e outros procedimentos irão para três hospitais. confira os horários de atendimentos para recebimento de doações.
neutro;;presidente lula estará em sergipe nesta sexta para inauguração de obras: lula visitará três cidades: aracaju, laranjeiras e lagarto. governador petista marcelo déda acompanha cerimônias.
desgosto;;nova gripe reduz em 70% turismo brasileiro em bariloche: segundo câmara de turismo da cidade, perdas devem ser de us$ 40 milhões.
medo;;mexicanos devem ficar em casa até terça para conter alastramento de gripe: apenas hospitais, supermercados e farmácias vão funcionar no méxico. presidente disse que não há lugar mais seguro do que a própria casa.
desgosto;;china prende 29 suspeitos de terrorismo em xinjiang. eles são acusados de incitar separatismo e perturbação da ordem pública. prisões ocorreram em região de maioria muçulmana.
medo;;água abre vala entre placa de contenção e parede de barragem no piauí: chuva forte faz volume de água aumentar na barragem de algodões. prefeitura de cocal pediu helicóptero para resgatar moradores isolados.
alegria;;suspeito de sequestrar filho de empresário é preso no paraná: homem foi detido com r$ 500 mil e us$ 75 mil, armas e drogas. jovem sequestrado foi liberado em navegantes, na terça-feira.
raiva;;namorado que matou modelo pega prisão perpétua na inglaterra: amy leigh barnes ligou para a polícia enquanto era atacada. ‘você é um homem demoníaco’, disse o juiz para o acusado.
desgosto;;roda se solta e caminhonete capota em avenida de ribeirão preto, sp. segundo bombeiros, veículo estava devagar e motorista não se feriu. acidente provocou queda de poste e parte do alambrado da usp.
surpresa;;china prepara seu 1º parque erótico: ‘love land’ terá esculturas gigantes nuas. ‘terra do amor’ só irá funcionar no período noturno.
alegria;;rezem por mim, pede francisco no 1º aniversário de seu papado. papa fez pedido em mensagem publicada em seu twitter. ele está em retiro espiritual em cidade perto de roma.
neutro;;governo do rj informa que 3 presos de catanduvas chegarão ao rio nesta terça: informação é da secretaria de administração penitenciária. até dezembro, sete presos serão transferidos para o rio.
tristeza;;jovem de 13 anos que teve perna decepada por lancha recebe prótese: equipamento foi doado e deve será colocado nesta segunda-feira. ele nadava na baía de vitória quando foi atingido pela embarcação.
neutro;;duque é acusado de empregar assessor no conselho de ética: assessor seria do senador e não do conselho, segundo chefe de gabinete. segundo jornal, advogado mora no rio e não dá expediente no órgão.
raiva;;polícia acha nove crianças abandonadas em casa de são paulo. após cerca de 20 horas, as mães das crianças chegaram a casa, por volta das 19h. segundo a pm, elas disseram que haviam saído por volta das 19h de quarta-feira para se divertir
neutro;;codefat aprova linha de crédito r$ 200 milhões para taxistas, diz lupi: recursos são provenientes do fundo de amparo ao trabalhador (fat). linha para revendedoras de carros está praticamente esgotada, diz.
medo;;terremoto em honduras deixa um morto e um ferido, diz cruz vermelha: tremor de magnitude 7,1 abalou o país durante a madrugada. houve alerta de tsunami no caribe, mas ele já foi retirado.
alegria;;papa francisco é convidado a falar ante o congresso dos eua. papa francisco foi convidado por john boehner, presidente do congresso. de acordo com boehner, francisco "inspirou milhões de americanos".
tristeza;;mulher que perdeu bebê em acidente é condenada por homicídio: libanesa foi sentenciada a pagar indenização por incidente ocorrido em dubai.
desgosto;;pm prende 14 pessoas no oeste e sudoeste. ação contra diversos crimes aconteceu simultaneamente nos municípios de cascavel, toledo e francisco beltrão e foi coordenada pelo 5º comando regional da polícia militar
surpresa;;assaltante chama a polícia após ser ameaçado por vítimas nos eua. christopher lance moore ficou sob a mira dos donos de casa no texas. ele acabou confessando a tentativa frustrada de assalto.
